Greenhouse_Gas_Source_And_Sink_Categors,Sheet,State,Year,value
Direct emissions from forest clearing,Queensland,Queensland,1998,28813.96453
E. SettlemeNorthern Territorys,Queensland,Queensland,1998,2047.054905
Emissions from post-clearing land uses,Queensland,Queensland,1998,16074.20866
F.  Fld burning of agricultural residues,Queensland,Queensland,1998,70.53855074
F.  Product uses as ODS substitutes,Queensland,Queensland,1998,111.5702801
Forest converted to other land uses,Queensland,Queensland,1998,44888.17319
G.  Other product manufAustralian Capital Territoryure and use,Queensland,Queensland,1998,44.84495839
G. Harvested Wood Products,Queensland,Queensland,1998,-1282.638306
G. Liming,Queensland,Queensland,1998,50.40343255
H. Urea application,Queensland,Queensland,1998,171.5946337
PlaNorthern Territoryations and Natural Regeneration,Queensland,Queensland,1998,-916.9701649
Regrowth on deforested land,Queensland,Queensland,1998,-4919.676321
Total (net emissions),Queensland,Queensland,1998,138617.0455
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Queensland,Queensland,1998,138617.0455
1.  Cropland remaining cropland,Queensland,Queensland,1999,-1141.520395
1.  Energy industrs,Queensland,Queensland,1999,39773.41902
1.  Forest land remaining forest land,Queensland,Queensland,1999,28.95961341
1.  Grassland remaining grassland,Queensland,Queensland,1999,-1253.91949
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Queensland,Queensland,1999,5.344785355
1.  Solid fuels,Queensland,Queensland,1999,7931.314697
1.  Wetland remaining wetland,Queensland,Queensland,1999,1976.024528
1. Energy,Queensland,Queensland,1999,73250.31043
2.  Industrial Processes,Queensland,Queensland,1999,3293.136193
2.  La nd converted to grassland,Queensland,Queensland,1999,52437.29037
2.  Land converted to cropland,Queensland,Queensland,1999,2843.745237
2.  Land converted to forest land,Queensland,Queensland,1999,-5590.033397
2.  Land converted to settlemeNorthern Territorys,Queensland,Queensland,1999,2049.637162
2.  Land converted to wetland,Queensland,Queensland,1999,448.4013741
2.  ManufAustralian Capital Territoryuring industrs and construction,Queensland,Queensland,1999,8303.885532
2.  Oil and natural gas and other emissions from energy production,Queensland,Queensland,1999,725.2243489
3.  Agriculture,Queensland,Queensland,1999,21837.90059
3.  Transport,Queensland,Queensland,1999,14609.921
4.  Other sectors,Queensland,Queensland,1999,1906.545823
"4. Land Use, Land-Use Change and Forestry",Queensland,Queensland,1999,50674.8953
5.  Western Australiaste,Queensland,Queensland,1999,3659.388971
A.  ENorthern Territoryeric fermeNorthern Territoryation,Queensland,Queensland,1999,17432.07098
A.  Mineral industry,Queensland,Queensland,1999,1134.146423
A.  Solid Western Australiaste dispoSouth Australial,Queensland,Queensland,1999,2665.961708
A. Forest Land,Queensland,Queensland,1999,-5561.073783
A. Fuel combustion (sectoral approach),Queensland,Queensland,1999,64593.77138
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Queensland,Queensland,1999,17.57320476
B.  Chemical industry,Queensland,Queensland,1999,572.7592202
B.  Manure managemeNorthern Territory,Queensland,Queensland,1999,1916.627428
B. Cropland,Queensland,Queensland,1999,1702.224842
B. Fugitive emissions from fuels,Queensland,Queensland,1999,8656.539046
C.  Incineration and open burning of Western Australiaste,Queensland,Queensland,1999,4.654028328
C. Grassland,Queensland,Queensland,1999,51183.37088
D.  Agricultural soils,Queensland,Queensland,1999,2193.965527
D.  Non-energy products from fuels and solveNorthern Territory use,Queensland,Queensland,1999,72.93494529
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Queensland,Queensland,1999,971.20003
D. Wetland,Queensland,Queensland,1999,2424.425902
Direct emissions from forest clearing,Queensland,Queensland,1999,38099.91048
E. SettlemeNorthern Territorys,Queensland,Queensland,1999,2054.981947
Emissions from post-clearing land uses,Queensland,Queensland,1999,18956.57593
F.  Fld burning of agricultural residues,Queensland,Queensland,1999,65.86643568
F.  Product uses as ODS substitutes,Queensland,Queensland,1999,166.9739765
Forest converted to other land uses,Queensland,Queensland,1999,57056.48641
G.  Other product manufAustralian Capital Territoryure and use,Queensland,Queensland,1999,39.53325302
G. Harvested Wood Products,Queensland,Queensland,1999,-1129.034488
G. Liming,Queensland,Queensland,1999,46.36049357
H. Urea application,Queensland,Queensland,1999,183.0097274
PlaNorthern Territoryations and Natural Regeneration,Queensland,Queensland,1999,-982.9106017
Regrowth on deforested land,Queensland,Queensland,1999,-4607.122795
Total (net emissions),Queensland,Queensland,1999,152715.6315
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Queensland,Queensland,1999,152715.6315
1.  Cropland remaining cropland,Queensland,Queensland,2000,-573.6148672
1.  Energy industrs,Queensland,Queensland,2000,40124.37107
1.  Forest land remaining forest land,Queensland,Queensland,2000,394.2681498
1.  Grassland remaining grassland,Queensland,Queensland,2000,-1238.603774
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Queensland,Queensland,2000,5.27464528
1.  Solid fuels,Queensland,Queensland,2000,9573.098736
1.  Wetland remaining wetland,Queensland,Queensland,2000,1980.803798
1. Energy,Queensland,Queensland,2000,75926.35274
2.  Industrial Processes,Queensland,Queensland,2000,3313.90546
2.  La nd converted to grassland,Queensland,Queensland,2000,52018.46473
2.  Land converted to cropland,Queensland,Queensland,2000,458.1110061
2.  Land converted to forest land,Queensland,Queensland,2000,-6342.31773
2.  Land converted to settlemeNorthern Territorys,Queensland,Queensland,2000,1917.369501
2.  Land converted to wetland,Queensland,Queensland,2000,448.5879076
2.  ManufAustralian Capital Territoryuring industrs and construction,Queensland,Queensland,2000,8478.959069
2.  Oil and natural gas and other emissions from energy production,Queensland,Queensland,2000,685.5416915
3.  Agriculture,Queensland,Queensland,2000,23589.20053
3.  Transport,Queensland,Queensland,2000,15086.55696
4.  Other sectors,Queensland,Queensland,2000,1977.825203
"4. Land Use, Land-Use Change and Forestry",Queensland,Queensland,2000,47779.76411
5.  Western Australiaste,Queensland,Queensland,2000,3655.661572
A.  ENorthern Territoryeric fermeNorthern Territoryation,Queensland,Queensland,2000,18787.37255
A.  Mineral industry,Queensland,Queensland,2000,1114.546566
A.  Solid Western Australiaste dispoSouth Australial,Queensland,Queensland,2000,2637.254637
A. Forest Land,Queensland,Queensland,2000,-5948.04958
A. Fuel combustion (sectoral approach),Queensland,Queensland,2000,65667.71231
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Queensland,Queensland,2000,19.16945123
B.  Chemical industry,Queensland,Queensland,2000,558.2523176
B.  Manure managemeNorthern Territory,Queensland,Queensland,2000,2033.085071
B. Cropland,Queensland,Queensland,2000,-115.5038612
B. Fugitive emissions from fuels,Queensland,Queensland,2000,10258.64043
C.  Incineration and open burning of Western Australiaste,Queensland,Queensland,2000,4.728841805
C. Grassland,Queensland,Queensland,2000,50779.86096
D.  Agricultural soils,Queensland,Queensland,2000,2440.946008
D.  Non-energy products from fuels and solveNorthern Territory use,Queensland,Queensland,2000,76.30117353
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Queensland,Queensland,2000,994.5086415
D. Wetland,Queensland,Queensland,2000,2429.391705
Direct emissions from forest clearing,Queensland,Queensland,2000,39811.45255
E. SettlemeNorthern Territorys,Queensland,Queensland,2000,1922.644146
Emissions from post-clearing land uses,Queensland,Queensland,2000,14297.31131
F.  Fld burning of agricultural residues,Queensland,Queensland,2000,63.06913442
F.  Product uses as ODS substitutes,Queensland,Queensland,2000,213.3016153
Forest converted to other land uses,Queensland,Queensland,2000,54108.76387
G.  Other product manufAustralian Capital Territoryure and use,Queensland,Queensland,2000,40.15744326
G. Harvested Wood Products,Queensland,Queensland,2000,-1288.579263
G. Liming,Queensland,Queensland,2000,42.3175546
H. Urea application,Queensland,Queensland,2000,222.410212
PlaNorthern Territoryations and Natural Regeneration,Queensland,Queensland,2000,-1294.193085
Regrowth on deforested land,Queensland,Queensland,2000,-5048.124645
Total (net emissions),Queensland,Queensland,2000,154264.8844
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Queensland,Queensland,2000,154264.8844
1.  Cropland remaining cropland,Queensland,Queensland,2001,-614.5114829
1.  Energy industrs,Queensland,Queensland,2001,43684.31493
1.  Forest land remaining forest land,Queensland,Queensland,2001,-2143.233613
1.  Grassland remaining grassland,Queensland,Queensland,2001,472.5473339
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Queensland,Queensland,2001,5.204128219
1.  Solid fuels,Queensland,Queensland,2001,9676.23819
1.  Wetland remaining wetland,Queensland,Queensland,2001,1411.773089
1. Energy,Queensland,Queensland,2001,79887.38922
2.  Industrial Processes,Queensland,Queensland,2001,3904.369787
2.  La nd converted to grassland,Queensland,Queensland,2001,63454.2873
2.  Land converted to cropland,Queensland,Queensland,2001,2529.515419
2.  Land converted to forest land,Queensland,Queensland,2001,-5387.264209
2.  Land converted to settlemeNorthern Territorys,Queensland,Queensland,2001,1952.433035
2.  Land converted to wetland,Queensland,Queensland,2001,498.6022212
2.  ManufAustralian Capital Territoryuring industrs and construction,Queensland,Queensland,2001,8165.684281
2.  Oil and natural gas and other emissions from energy production,Queensland,Queensland,2001,789.6766001
3.  Agriculture,Queensland,Queensland,2001,22575.32665
3.  Transport,Queensland,Queensland,2001,15371.14868
4.  Other sectors,Queensland,Queensland,2001,2200.326539
"4. Land Use, Land-Use Change and Forestry",Queensland,Queensland,2001,61017.88883
5.  Western Australiaste,Queensland,Queensland,2001,3742.582173
A.  ENorthern Territoryeric fermeNorthern Territoryation,Queensland,Queensland,2001,17797.42961
A.  Mineral industry,Queensland,Queensland,2001,1158.456203
A.  Solid Western Australiaste dispoSouth Australial,Queensland,Queensland,2001,2664.959772
A. Forest Land,Queensland,Queensland,2001,-7530.497822
A. Fuel combustion (sectoral approach),Queensland,Queensland,2001,69421.47443
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Queensland,Queensland,2001,20.78334715
B.  Chemical industry,Queensland,Queensland,2001,861.6620578
B.  Manure managemeNorthern Territory,Queensland,Queensland,2001,2211.415576
B. Cropland,Queensland,Queensland,2001,1915.003936
B. Fugitive emissions from fuels,Queensland,Queensland,2001,10465.91479
C.  Incineration and open burning of Western Australiaste,Queensland,Queensland,2001,4.812398927
C. Grassland,Queensland,Queensland,2001,63926.83463
D.  Agricultural soils,Queensland,Queensland,2001,2239.189717
D.  Non-energy products from fuels and solveNorthern Territory use,Queensland,Queensland,2001,78.91935106
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Queensland,Queensland,2001,1052.026655
D. Wetland,Queensland,Queensland,2001,1910.37531
Direct emissions from forest clearing,Queensland,Queensland,2001,41801.35825
E. SettlemeNorthern Territorys,Queensland,Queensland,2001,1957.637163
Emissions from post-clearing land uses,Queensland,Queensland,2001,25889.15438
F.  Fld burning of agricultural residues,Queensland,Queensland,2001,44.62983792
F.  Product uses as ODS substitutes,Queensland,Queensland,2001,288.4094725
Forest converted to other land uses,Queensland,Queensland,2001,67690.51263
G.  Other product manufAustralian Capital Territoryure and use,Queensland,Queensland,2001,42.02322482
G. Harvested Wood Products,Queensland,Queensland,2001,-1161.464397
G. Liming,Queensland,Queensland,2001,38.52619364
H. Urea application,Queensland,Queensland,2001,244.1357128
PlaNorthern Territoryations and Natural Regeneration,Queensland,Queensland,2001,-865.1860518
Regrowth on deforested land,Queensland,Queensland,2001,-4522.078157
Total (net emissions),Queensland,Queensland,2001,171127.5567
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Queensland,Queensland,2001,171127.5567
1.  Cropland remaining cropland,Queensland,Queensland,2002,-13.6173014
1.  Energy industrs,Queensland,Queensland,2002,46512.83056
1.  Forest land remaining forest land,Queensland,Queensland,2002,1553.711026
1.  Grassland remaining grassland,Queensland,Queensland,2002,5623.269303
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Queensland,Queensland,2002,5.380641177
1.  Solid fuels,Queensland,Queensland,2002,9866.82346
1.  Wetland remaining wetland,Queensland,Queensland,2002,1963.857275
1. Energy,Queensland,Queensland,2002,83609.33939
2.  Industrial Processes,Queensland,Queensland,2002,4074.04919
2.  La nd converted to grassland,Queensland,Queensland,2002,58716.61455
2.  Land converted to cropland,Queensland,Queensland,2002,2033.317823
2.  Land converted to forest land,Queensland,Queensland,2002,-4966.269519
2.  Land converted to settlemeNorthern Territorys,Queensland,Queensland,2002,1780.414023
2.  Land converted to wetland,Queensland,Queensland,2002,453.8986386
